date,city,latitude,longitude,AQI,PM2.5,PM10,NO2,SO2,CO,month,season_factor,month_num,year
2023-01-02,Ahmedabad,23.0225,72.5714,215.3,130.7,193.5,49.2,23.8,11.52,1,1.4,1,2023
2023-01-03,Delhi,28.6139,77.209,455.3,268.6,421.0,108.2,46.7,24.96,1,1.4,1,2023
2023-01-03,Mumbai,19.076,72.8777,156.4,91.0,141.6,37.1,12.5,7.89,1,1.4,1,2023
2023-01-03,Chennai,13.0827,80.2707,99.4,62.0,82.1,31.0,8.4,4.65,1,1.4,1,2023
2023-01-03,Kolkata,22.5726,88.3639,292.7,169.5,265.2,78.4,26.1,14.82,1,1.4,1,2023
2023-01-03,Bengaluru,12.9716,77.5946,147.8,92.6,123.1,31.7,15.8,7.69,1,1.4,1,2023
2023-01-03,Hyderabad,17.385,78.4867,176.8,107.8,153.7,45.1,18.3,8.13,1,1.4,1,2023
2023-01-03,Puducherry,11.9416,79.8083,142.3,87.7,118.5,38.2,12.3,7.9,1,1.4,1,2023
2023-01-03,Lucknow,26.8467,80.9462,383.3,225.9,352.7,97.5,40.0,21.06,1,1.4,1,2023
2023-01-03,Patna,25.5941,85.1376,318.8,187.5,279.8,76.4,31.7,16.28,1,1.4,1,2023
2023-01-03,Ahmedabad,23.0225,72.5714,236.5,146.0,213.0,64.9,23.1,14.55,1,1.4,1,2023
2023-01-04,Delhi,28.6139,77.209,442.1,261.0,389.3,112.5,43.8,22.82,1,1.4,1,2023
2023-01-04,Mumbai,19.076,72.8777,214.9,128.6,186.6,47.7,20.6,11.6,1,1.4,1,2023
2023-01-04,Chennai,13.0827,80.2707,131.4,72.6,119.6,34.4,11.4,6.72,1,1.4,1,2023
2023-01-04,Kolkata,22.5726,88.3639,254.9,147.2,232.3,66.0,27.7,13.8,1,1.4,1,2023
2023-01-04,Bengaluru,12.9716,77.5946,98.7,54.5,93.0,26.7,10.9,8.79,1,1.4,1,2023
2023-01-04,Hyderabad,17.385,78.4867,188.0,118.5,176.8,49.6,18.2,10.16,1,1.4,1,2023
2023-01-04,Puducherry,11.9416,79.8083,89.5,52.5,76.7,22.7,13.6,2.61,1,1.4,1,2023
2023-01-04,Lucknow,26.8467,80.9462,352.6,203.5,313.6,92.5,35.4,16.55,1,1.4,1,2023
2023-01-04,Patna,25.5941,85.1376,285.9,174.9,251.5,72.3,28.7,13.64,1,1.4,1,2023
2023-01-04,Ahmedabad,23.0225,72.5714,320.5,195.5,272.2,80.9,30.7,16.88,1,1.4,1,2023
2023-01-05,Delhi,28.6139,77.209,328.6,196.6,299.8,85.6,30.5,16.1,1,1.4,1,2023
2023-01-05,Mumbai,19.076,72.8777,177.0,102.9,173.4,45.9,15.2,9.77,1,1.4,1,2023
2023-01-05,Chennai,13.0827,80.2707,179.1,112.6,149.0,42.8,20.4,8.25,1,1.4,1,2023
2023-01-05,Kolkata,22.5726,88.3639,274.2,168.4,239.4,68.3,20.9,12.69,1,1.4,1,2023
2023-01-05,Bengaluru,12.9716,77.5946,132.4,73.2,132.2,27.4,12.4,6.75,1,1.4,1,2023
2023-01-05,Hyderabad,17.385,78.4867,218.4,123.9,205.9,54.6,19.9,11.38,1,1.4,1,2023
2023-01-05,Puducherry,11.9416,79.8083,109.0,62.4,98.7,25.7,11.1,6.11,1,1.4,1,2023
2023-01-05,Lucknow,26.8467,80.9462,411.1,240.5,387.1,95.0,40.8,21.14,1,1.4,1,2023
2023-01-05,Patna,25.5941,85.1376,355.7,210.3,318.5,87.0,34.4,18.63,1,1.4,1,2023
2023-01-05,Ahmedabad,23.0225,72.5714,240.1,140.6,223.3,61.3,25.6,12.63,1,1.4,1,2023
2023-01-06,Delhi,28.6139,77.209,325.7,192.6,299.1,83.9,32.5,16.4,1,1.4,1,2023
2023-01-06,Mumbai,19.076,72.8777,247.1,145.3,226.8,61.0,24.3,13.45,1,1.4,1,2023
2023-01-06,Chennai,13.0827,80.2707,146.6,92.0,142.4,36.7,16.0,7.02,1,1.4,1,2023
2023-01-06,Kolkata,22.5726,88.3639,268.2,160.3,242.2,69.4,25.2,15.5,1,1.4,1,2023
2023-01-06,Bengaluru,12.9716,77.5946,109.8,59.8,108.1,30.6,12.2,6.12,1,1.4,1,2023
2023-01-06,Hyderabad,17.385,78.4867,167.6,96.1,151.4,39.2,18.7,8.23,1,1.4,1,2023
2023-01-06,Puducherry,11.9416,79.8083,88.5,51.5,83.0,19.9,7.2,4.67,1,1.4,1,2023
2023-01-06,Lucknow,26.8467,80.9462,323.9,191.8,287.7,81.9,29.5,14.79,1,1.4,1,2023
2023-01-06,Patna,25.5941,85.1376,285.7,170.4,259.6,77.3,30.3,14.13,1,1.4,1,2023
2023-01-06,Ahmedabad,23.0225,72.5714,223.1,128.8,200.6,54.6,23.0,10.33,1,1.4,1,2023
2023-01-07,Delhi,28.6139,77.209,433.5,267.8,389.3,110.0,44.7,21.27,1,1.4,1,2023
2023-01-07,Mumbai,19.076,72.8777,205.0,123.1,185.3,48.2,20.5,10.75,1,1.4,1,2023
2023-01-07,Chennai,13.0827,80.2707,162.3,102.2,163.3,37.5,18.0,8.3,1,1.4,1,2023
2023-01-07,Kolkata,22.5726,88.3639,361.5,212.9,318.6,88.0,31.9,17.55,1,1.4,1,2023
2023-01-07,Bengaluru,12.9716,77.5946,117.2,71.1,108.2,36.8,13.6,5.28,1,1.4,1,2023
2023-01-07,Hyderabad,17.385,78.4867,136.6,84.4,112.4,41.5,16.0,6.36,1,1.4,1,2023
2023-01-07,Puducherry,11.9416,79.8083,70.7,49.2,62.7,22.6,3.9,2.94,1,1.4,1,2023
2023-01-07,Lucknow,26.8467,80.9462,308.3,185.2,273.9,79.6,28.7,15.27,1,1.4,1,2023
2023-01-07,Patna,25.5941,85.1376,344.4,209.2,315.7,81.6,31.4,18.5,1,1.4,1,2023
2023-01-07,Ahmedabad,23.0225,72.5714,239.0,139.7,227.5,60.2,26.3,12.02,1,1.4,1,2023
2023-01-08,Delhi,28.6139,77.209,556.9,342.9,499.2,143.1,57.0,29.21,1,1.4,1,2023
2023-01-08,Mumbai,19.076,72.8777,157.4,97.9,150.1,32.3,13.4,5.83,1,1.4,1,2023
2023-01-08,Chennai,13.0827,80.2707,119.3,75.2,119.4,30.1,15.2,4.58,1,1.4,1,2023
2023-01-08,Kolkata,22.5726,88.3639,166.8,99.8,153.2,41.6,12.5,8.25,1,1.4,1,2023
2023-01-08,Bengaluru,12.9716,77.5946,100.9,63.9,93.7,21.5,9.1,3.99,1,1.4,1,2023
2023-01-08,Hyderabad,17.385,78.4867,165.8,104.3,141.3,43.5,15.5,7.5,1,1.4,1,2023
2023-01-08,Puducherry,11.9416,79.8083,102.9,56.6,88.2,20.9,14.2,5.18,1,1.4,1,2023
2023-01-08,Lucknow,26.8467,80.9462,262.5,158.6,235.4,64.7,27.5,13.88,1,1.4,1,2023
2023-01-08,Patna,25.5941,85.1376,298.9,176.5,266.8,65.5,26.9,16.31,1,1.4,1,2023
2023-01-08,Ahmedabad,23.0225,72.5714,298.0,177.6,272.8,75.7,36.0,16.02,1,1.4,1,2023
2023-01-09,Delhi,28.6139,77.209,381.8,224.3,330.8,96.3,36.7,17.67,1,1.4,1,2023
2023-01-09,Mumbai,19.076,72.8777,170.1,96.7,166.6,46.1,17.0,9.98,1,1.4,1,2023
2023-01-09,Chennai,13.0827,80.2707,127.9,72.4,127.3,34.1,10.7,6.2,1,1.4,1,2023
2023-01-09,Kolkata,22.5726,88.3639,208.2,118.0,194.8,59.7,18.0,10.97,1,1.4,1,2023
2023-01-09,Bengaluru,12.9716,77.5946,120.5,69.9,103.7,26.7,12.1,5.19,1,1.4,1,2023
2023-01-09,Hyderabad,17.385,78.4867,177.5,106.2,157.8,40.7,16.6,9.63,1,1.4,1,2023
2023-01-09,Puducherry,11.9416,79.8083,115.0,64.1,104.3,31.8,8.2,6.29,1,1.4,1,2023
2023-01-09,Lucknow,26.8467,80.9462,264.9,161.8,232.3,59.0,23.2,13.29,1,1.4,1,2023
2023-01-09,Patna,25.5941,85.1376,354.2,208.0,323.9,81.9,35.3,16.5,1,1.4,1,2023
2023-01-09,Ahmedabad,23.0225,72.5714,194.7,117.1,168.3,47.1,21.5,9.16,1,1.4,1,2023
2023-01-10,Delhi,28.6139,77.209,458.9,269.7,417.2,120.5,40.9,22.15,1,1.4,1,2023
2023-01-10,Mumbai,19.076,72.8777,219.1,130.4,200.2,52.4,22.1,10.8,1,1.4,1,2023
2023-01-10,Chennai,13.0827,80.2707,155.2,94.4,142.4,37.2,14.5,7.33,1,1.4,1,2023
2023-01-10,Kolkata,22.5726,88.3639,271.7,160.9,246.8,76.2,28.9,13.26,1,1.4,1,2023
2023-01-10,Bengaluru,12.9716,77.5946,176.0,103.6,142.1,40.0,13.9,8.45,1,1.4,1,2023
2023-01-10,Hyderabad,17.385,78.4867,168.6,109.5,154.4,41.3,18.5,6.22,1,1.4,1,2023
2023-01-10,Puducherry,11.9416,79.8083,109.7,69.7,86.9,32.0,11.6,5.07,1,1.4,1,2023
2023-01-10,Lucknow,26.8467,80.9462,349.1,220.8,315.6,88.3,34.0,16.61,1,1.4,1,2023
2023-01-10,Patna,25.5941,85.1376,394.1,232.2,355.3,96.6,40.4,20.04,1,1.4,1,2023
2023-01-10,Ahmedabad,23.0225,72.5714,270.7,159.9,241.5,63.8,26.2,13.91,1,1.4,1,2023
2023-01-11,Delhi,28.6139,77.209,452.6,266.9,414.3,118.6,46.1,24.51,1,1.4,1,2023
2023-01-11,Mumbai,19.076,72.8777,165.0,92.8,134.3,47.2,17.8,8.19,1,1.4,1,2023
2023-01-11,Chennai,13.0827,80.2707,133.0,74.2,139.3,33.8,13.5,7.38,1,1.4,1,2023
2023-01-11,Kolkata,22.5726,88.3639,276.1,166.8,242.2,70.9,31.4,15.15,1,1.4,1,2023
2023-01-11,Bengaluru,12.9716,77.5946,187.8,110.1,161.1,46.4,18.9,10.48,1,1.4,1,2023
2023-01-11,Hyderabad,17.385,78.4867,108.8,72.9,96.7,25.5,8.9,3.79,1,1.4,1,2023
2023-01-11,Puducherry,11.9416,79.8083,121.5,73.3,99.0,25.2,11.5,7.74,1,1.4,1,2023
2023-01-11,Lucknow,26.8467,80.9462,291.1,167.1,260.0,71.7,23.7,14.5,1,1.4,1,2023
2023-01-11,Patna,25.5941,85.1376,319.8,195.4,302.6,84.5,31.4,14.88,1,1.4,1,2023
2023-01-11,Ahmedabad,23.0225,72.5714,339.8,204.2,305.9,84.9,34.4,16.85,1,1.4,1,2023
2023-01-12,Delhi,28.6139,77.209,346.1,204.9,311.2,84.4,33.2,17.41,1,1.4,1,2023
2023-01-12,Mumbai,19.076,72.8777,185.8,119.0,146.0,50.8,21.1,7.22,1,1.4,1,2023
2023-01-12,Chennai,13.0827,80.2707,117.4,68.6,94.4,26.2,9.5,7.62,1,1.4,1,2023
2023-01-12,Kolkata,22.5726,88.3639,298.8,185.6,274.7,70.2,28.8,15.43,1,1.4,1,2023
2023-01-12,Bengaluru,12.9716,77.5946,103.3,65.5,91.0,24.3,11.8,5.61,1,1.4,1,2023
2023-01-12,Hyderabad,17.385,78.4867,155.4,99.0,131.2,41.3,16.7,7.46,1,1.4,1,2023
2023-01-12,Puducherry,11.9416,79.8083,111.5,60.6,107.7,27.1,10.1,6.62,1,1.4,1,2023
2023-01-12,Lucknow,26.8467,80.9462,262.2,150.3,223.5,68.0,23.7,14.86,1,1.4,1,2023
2023-01-12,Patna,25.5941,85.1376,190.3,122.7,173.0,47.2,17.9,9.91,1,1.4,1,2023
2023-01-12,Ahmedabad,23.0225,72.5714,222.3,138.9,201.0,56.2,21.5,11.06,1,1.4,1,2023
2023-01-13,Delhi,28.6139,77.209,416.6,241.4,364.2,107.1,42.0,20.65,1,1.4,1,2023
2023-01-13,Mumbai,19.076,72.8777,196.7,119.8,172.7,46.1,20.1,8.86,1,1.4,1,2023
2023-01-13,Chennai,13.0827,80.2707,136.2,73.2,130.8,35.9,14.1,7.79,1,1.4,1,2023
2023-01-13,Kolkata,22.5726,88.3639,335.3,206.3,287.0,78.7,32.3,16.79,1,1.4,1,2023
2023-01-13,Bengaluru,12.9716,77.5946,155.5,89.7,141.4,35.9,14.3,6.37,1,1.4,1,2023
2023-01-13,Hyderabad,17.385,78.4867,135.7,74.7,114.3,38.1,11.7,9.42,1,1.4,1,2023
2023-01-13,Puducherry,11.9416,79.8083,114.9,69.9,96.5,31.5,10.3,5.87,1,1.4,1,2023
2023-01-13,Lucknow,26.8467,80.9462,474.4,284.2,436.2,115.8,47.4,25.49,1,1.4,1,2023
2023-01-13,Patna,25.5941,85.1376,292.1,184.3,268.6,70.8,30.5,15.58,1,1.4,1,2023
2023-01-13,Ahmedabad,23.0225,72.5714,252.0,143.3,221.0,62.0,25.1,13.22,1,1.4,1,2023
2023-01-14,Delhi,28.6139,77.209,406.2,237.0,368.6,104.0,41.7,21.39,1,1.4,1,2023
2023-01-14,Mumbai,19.076,72.8777,229.4,139.9,205.9,50.7,23.8,11.68,1,1.4,1,2023
2023-01-14,Chennai,13.0827,80.2707,132.8,73.3,110.9,37.4,13.2,7.32,1,1.4,1,2023
2023-01-14,Kolkata,22.5726,88.3639,253.4,152.2,235.6,61.3,25.5,12.21,1,1.4,1,2023
2023-01-14,Bengaluru,12.9716,77.5946,127.0,74.7,116.1,29.8,15.2,5.46,1,1.4,1,2023
2023-01-14,Hyderabad,17.385,78.4867,161.5,94.7,156.9,41.2,18.2,6.59,1,1.4,1,2023
2023-01-14,Puducherry,11.9416,79.8083,110.3,70.6,99.9,31.8,10.0,6.92,1,1.4,1,2023
2023-01-14,Lucknow,26.8467,80.9462,457.4,272.6,408.1,120.2,48.9,22.35,1,1.4,1,2023
2023-01-14,Patna,25.5941,85.1376,306.6,182.6,265.2,73.0,28.7,14.56,1,1.4,1,2023
2023-01-14,Ahmedabad,23.0225,72.5714,222.4,134.6,212.6,51.6,24.2,10.91,1,1.4,1,2023
2023-01-15,Delhi,28.6139,77.209,388.0,236.2,340.2,98.5,39.1,19.89,1,1.4,1,2023
2023-01-15,Mumbai,19.076,72.8777,207.6,136.8,181.7,49.8,19.5,9.82,1,1.4,1,2023
2023-01-15,Chennai,13.0827,80.2707,110.1,72.0,110.5,25.2,9.3,5.98,1,1.4,1,2023
2023-01-15,Kolkata,22.5726,88.3639,224.4,137.8,203.6,50.0,25.5,13.02,1,1.4,1,2023
2023-01-15,Bengaluru,12.9716,77.5946,121.6,71.0,111.7,31.7,13.5,8.09,1,1.4,1,2023
2023-01-15,Hyderabad,17.385,78.4867,161.8,93.1,134.6,37.5,16.1,9.88,1,1.4,1,2023
2023-01-15,Puducherry,11.9416,79.8083,94.6,57.9,85.0,28.4,14.5,4.2,1,1.4,1,2023
2023-01-15,Lucknow,26.8467,80.9462,276.2,170.9,254.0,76.4,28.8,13.45,1,1.4,1,2023
2023-01-15,Patna,25.5941,85.1376,377.3,231.9,346.1,96.4,39.9,20.03,1,1.4,1,2023
2023-01-15,Ahmedabad,23.0225,72.5714,286.2,175.0,256.2,72.1,31.0,13.49,1,1.4,1,2023
2023-01-16,Delhi,28.6139,77.209,421.5,250.9,379.6,110.5,42.5,21.12,1,1.4,1,2023
2023-01-16,Mumbai,19.076,72.8777,141.6,88.7,132.6,44.1,13.5,7.3,1,1.4,1,2023
2023-01-16,Chennai,13.0827,80.2707,132.2,87.2,118.2,34.2,14.4,6.8,1,1.4,1,2023
2023-01-16,Kolkata,22.5726,88.3639,229.7,138.8,215.3,53.3,23.2,10.78,1,1.4,1,2023
2023-01-16,Bengaluru,12.9716,77.5946,175.9,97.9,153.8,45.5,20.7,8.73,1,1.4,1,2023
2023-01-16,Hyderabad,17.385,78.4867,148.6,98.6,122.2,28.4,15.7,6.93,1,1.4,1,2023
2023-01-16,Puducherry,11.9416,79.8083,84.6,54.3,78.1,18.9,5.9,5.1,1,1.4,1,2023
2023-01-16,Lucknow,26.8467,80.9462,350.3,209.7,330.0,83.3,32.0,16.82,1,1.4,1,2023
2023-01-16,Patna,25.5941,85.1376,332.8,200.9,297.6,84.6,30.8,18.08,1,1.4,1,2023
2023-01-16,Ahmedabad,23.0225,72.5714,220.3,137.8,201.0,56.9,23.2,11.46,1,1.4,1,2023
2023-01-17,Delhi,28.6139,77.209,443.4,272.7,400.6,113.7,44.2,23.61,1,1.4,1,2023
2023-01-17,Mumbai,19.076,72.8777,168.9,110.3,151.7,36.5,17.1,7.76,1,1.4,1,2023
2023-01-17,Chennai,13.0827,80.2707,147.0,84.9,128.7,29.2,13.8,4.93,1,1.4,1,2023
2023-01-17,Kolkata,22.5726,88.3639,172.8,107.5,161.8,44.9,15.3,8.59,1,1.4,1,2023
2023-01-17,Bengaluru,12.9716,77.5946,139.9,78.1,137.9,38.5,13.5,7.02,1,1.4,1,2023
2023-01-17,Hyderabad,17.385,78.4867,175.3,95.0,155.8,41.1,15.5,8.48,1,1.4,1,2023
2023-01-17,Puducherry,11.9416,79.8083,141.0,87.8,122.3,37.5,16.9,7.97,1,1.4,1,2023
2023-01-17,Lucknow,26.8467,80.9462,311.9,183.9,286.3,79.5,33.0,16.23,1,1.4,1,2023
2023-01-17,Patna,25.5941,85.1376,409.5,243.0,379.1,103.2,45.1,19.79,1,1.4,1,2023
2023-01-17,Ahmedabad,23.0225,72.5714,302.1,182.2,266.7,73.6,29.6,15.53,1,1.4,1,2023
2023-01-18,Delhi,28.6139,77.209,433.8,257.4,390.2,117.0,46.8,22.13,1,1.4,1,2023
2023-01-18,Mumbai,19.076,72.8777,197.5,119.1,182.7,45.3,19.2,8.21,1,1.4,1,2023
2023-01-18,Chennai,13.0827,80.2707,136.0,84.8,118.5,40.3,11.1,5.34,1,1.4,1,2023
2023-01-18,Kolkata,22.5726,88.3639,263.2,163.2,250.4,64.0,28.5,13.12,1,1.4,1,2023
2023-01-18,Bengaluru,12.9716,77.5946,134.8,85.3,126.5,27.4,16.4,8.12,1,1.4,1,2023
2023-01-18,Hyderabad,17.385,78.4867,146.1,89.6,135.4,37.6,13.5,6.63,1,1.4,1,2023
2023-01-18,Puducherry,11.9416,79.8083,104.5,68.6,98.4,24.6,12.0,2.38,1,1.4,1,2023
2023-01-18,Lucknow,26.8467,80.9462,382.7,220.9,341.5,91.2,35.7,20.3,1,1.4,1,2023
2023-01-18,Patna,25.5941,85.1376,303.3,183.7,272.6,77.7,30.5,13.88,1,1.4,1,2023
2023-01-18,Ahmedabad,23.0225,72.5714,268.8,158.8,229.5,65.5,29.9,14.29,1,1.4,1,2023
2023-01-19,Delhi,28.6139,77.209,364.1,216.7,325.1,99.3,37.2,18.64,1,1.4,1,2023
2023-01-19,Mumbai,19.076,72.8777,237.2,143.5,211.4,58.5,23.6,11.82,1,1.4,1,2023
2023-01-19,Chennai,13.0827,80.2707,144.2,86.8,135.6,35.7,14.6,5.21,1,1.4,1,2023
2023-01-19,Kolkata,22.5726,88.3639,297.8,180.4,276.0,62.9,34.0,14.75,1,1.4,1,2023
2023-01-19,Bengaluru,12.9716,77.5946,173.2,98.7,160.8,39.1,16.1,10.57,1,1.4,1,2023
2023-01-19,Hyderabad,17.385,78.4867,161.3,97.9,152.1,42.3,16.4,8.43,1,1.4,1,2023
2023-01-19,Puducherry,11.9416,79.8083,153.1,91.6,139.4,42.5,17.5,8.84,1,1.4,1,2023
2023-01-19,Lucknow,26.8467,80.9462,349.5,204.0,327.6,82.8,35.6,16.72,1,1.4,1,2023
2023-01-19,Patna,25.5941,85.1376,331.5,200.5,300.9,84.6,36.4,17.03,1,1.4,1,2023
2023-01-19,Ahmedabad,23.0225,72.5714,213.0,132.6,201.2,48.3,22.5,11.35,1,1.4,1,2023
2023-01-20,Delhi,28.6139,77.209,368.2,227.8,330.2,92.6,36.5,18.43,1,1.4,1,2023
2023-01-20,Mumbai,19.076,72.8777,152.1,84.1,149.6,34.6,13.2,5.45,1,1.4,1,2023
2023-01-20,Chennai,13.0827,80.2707,110.0,59.4,112.1,31.5,9.6,7.75,1,1.4,1,2023
2023-01-20,Kolkata,22.5726,88.3639,301.1,179.0,251.0,84.4,27.3,13.41,1,1.4,1,2023
2023-01-20,Bengaluru,12.9716,77.5946,170.7,114.6,164.7,44.9,18.3,9.39,1,1.4,1,2023
2023-01-20,Hyderabad,17.385,78.4867,194.6,118.2,176.0,48.4,18.0,9.45,1,1.4,1,2023
2023-01-20,Puducherry,11.9416,79.8083,71.1,42.2,56.1,13.4,7.5,4.95,1,1.4,1,2023
2023-01-20,Lucknow,26.8467,80.9462,367.7,212.8,323.0,95.7,34.8,18.16,1,1.4,1,2023
2023-01-20,Patna,25.5941,85.1376,374.5,219.9,337.9,88.3,36.2,19.04,1,1.4,1,2023
2023-01-20,Ahmedabad,23.0225,72.5714,152.3,93.6,136.9,40.3,15.7,8.98,1,1.4,1,2023
2023-01-21,Delhi,28.6139,77.209,402.0,239.1,362.8,102.7,40.3,20.14,1,1.4,1,2023
2023-01-21,Mumbai,19.076,72.8777,167.9,97.4,139.9,49.0,14.3,7.7,1,1.4,1,2023
2023-01-21,Chennai,13.0827,80.2707,108.0,69.3,94.8,32.0,9.5,5.68,1,1.4,1,2023
2023-01-21,Kolkata,22.5726,88.3639,210.2,136.8,179.7,53.8,22.3,10.92,1,1.4,1,2023
2023-01-21,Bengaluru,12.9716,77.5946,134.4,80.0,121.3,33.0,15.4,8.93,1,1.4,1,2023
2023-01-21,Hyderabad,17.385,78.4867,148.5,82.3,132.9,47.4,13.2,9.06,1,1.4,1,2023
2023-01-21,Puducherry,11.9416,79.8083,138.6,80.4,129.3,41.2,13.1,6.73,1,1.4,1,2023
2023-01-21,Lucknow,26.8467,80.9462,270.2,157.0,238.0,62.7,27.1,12.74,1,1.4,1,2023
2023-01-21,Patna,25.5941,85.1376,352.4,203.7,319.8,91.4,31.3,17.99,1,1.4,1,2023
2023-01-21,Ahmedabad,23.0225,72.5714,279.2,161.5,264.7,71.5,26.5,13.9,1,1.4,1,2023
2023-01-22,Delhi,28.6139,77.209,436.7,262.4,397.3,105.5,44.0,20.42,1,1.4,1,2023
2023-01-22,Mumbai,19.076,72.8777,191.6,110.4,166.6,52.8,21.3,10.19,1,1.4,1,2023
2023-01-22,Chennai,13.0827,80.2707,98.7,57.6,98.5,25.2,14.5,5.33,1,1.4,1,2023
2023-01-22,Kolkata,22.5726,88.3639,261.6,155.4,236.5,64.8,27.6,14.04,1,1.4,1,2023
2023-01-22,Bengaluru,12.9716,77.5946,116.4,63.2,90.1,31.1,9.4,3.67,1,1.4,1,2023
2023-01-22,Hyderabad,17.385,78.4867,181.6,121.4,163.4,48.8,18.3,8.98,1,1.4,1,2023
2023-01-22,Puducherry,11.9416,79.8083,123.4,72.6,113.2,32.1,11.0,7.16,1,1.4,1,2023
2023-01-22,Lucknow,26.8467,80.9462,296.6,174.2,271.2,70.6,29.7,14.82,1,1.4,1,2023
2023-01-22,Patna,25.5941,85.1376,412.0,249.6,370.6,106.3,44.0,21.16,1,1.4,1,2023
2023-01-22,Ahmedabad,23.0225,72.5714,224.5,128.1,193.5,54.9,21.2,11.04,1,1.4,1,2023
2023-01-23,Delhi,28.6139,77.209,396.5,240.5,356.3,101.1,39.8,17.85,1,1.4,1,2023
2023-01-23,Mumbai,19.076,72.8777,158.4,94.3,132.9,42.0,18.9,9.14,1,1.4,1,2023
2023-01-23,Chennai,13.0827,80.2707,120.7,79.9,109.8,28.8,10.8,5.73,1,1.4,1,2023
2023-01-23,Kolkata,22.5726,88.3639,232.6,140.4,210.6,58.2,24.1,12.82,1,1.4,1,2023
2023-01-23,Bengaluru,12.9716,77.5946,168.5,93.7,131.2,45.9,14.1,8.2,1,1.4,1,2023
2023-01-23,Hyderabad,17.385,78.4867,127.0,67.2,118.6,34.8,11.5,3.76,1,1.4,1,2023
2023-01-23,Puducherry,11.9416,79.8083,94.1,58.4,72.9,24.3,9.4,5.28,1,1.4,1,2023
2023-01-23,Lucknow,26.8467,80.9462,315.8,184.6,293.8,78.3,31.5,14.86,1,1.4,1,2023
2023-01-23,Patna,25.5941,85.1376,305.0,178.6,273.1,83.1,27.8,13.64,1,1.4,1,2023
2023-01-23,Ahmedabad,23.0225,72.5714,290.2,173.1,255.8,76.7,27.8,16.34,1,1.4,1,2023
2023-01-24,Delhi,28.6139,77.209,446.2,265.3,418.8,109.1,46.1,22.61,1,1.4,1,2023
2023-01-24,Mumbai,19.076,72.8777,248.1,156.7,223.5,59.0,25.7,11.73,1,1.4,1,2023
2023-01-24,Chennai,13.0827,80.2707,176.3,106.5,155.7,44.8,14.9,7.84,1,1.4,1,2023
2023-01-24,Kolkata,22.5726,88.3639,312.0,183.9,272.4,80.1,33.6,16.32,1,1.4,1,2023
2023-01-24,Bengaluru,12.9716,77.5946,169.9,98.2,141.5,48.5,16.3,8.24,1,1.4,1,2023
2023-01-24,Hyderabad,17.385,78.4867,214.5,131.5,196.7,62.3,20.2,11.65,1,1.4,1,2023
2023-01-24,Puducherry,11.9416,79.8083,106.1,65.0,107.7,28.6,11.7,6.38,1,1.4,1,2023
2023-01-24,Lucknow,26.8467,80.9462,284.3,166.4,247.5,63.2,32.5,13.11,1,1.4,1,2023
2023-01-24,Patna,25.5941,85.1376,320.5,190.9,290.9,83.4,33.8,15.44,1,1.4,1,2023
2023-01-24,Ahmedabad,23.0225,72.5714,216.5,131.3,192.9,60.6,22.6,11.56,1,1.4,1,2023
